TYPE,TYPE_CLASS,LABEL_ID,CHANGE_INTERVAL,LAYER_NAME,DESCRIPTION_ID,HIDDEN,BASE_TYPE,CODE_LIST_TYPE,IS_QUICK_LINK,PROP_TBL_NAME,BASE_TBL_NAME,TAG_TBL_NAME,LAST_UPDT_USER,LAST_UPDT_DATE,VERSION,DB_ID,ROW_ID,STATUS,REV_GRP_ID
ADHOC_REPORT,ITEM,TYPE.ADHOC_REPORT,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,69b9ca50425846da8bc1835d1c1c92b3,NULL,bd91a42dcdc74dd2af31861c208e3f18,NULL,NULL
ANALYSIS_POINT,ITEM,TYPE.ANALYSIS_POINT,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,e112638416be4590a7d232e824f750dc,NULL,2dc2b6bda35f49b690c11927e4b9b854,NULL,NULL
APP_SRV,ITEM,TYPE.APP_SRV,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,2534720d50eb4db495744ef179d3e412,NULL,3e3fb857d5394249be0935eb6651df14,NULL,NULL
BATTERY,ITEM,TYPE.BATTERY,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,aa62699623f24ab98ffe9cf9dab9dba3,NULL,5b5352a3d3a044e1b650868ccd83db66,NULL,NULL
BORE,ITEM,TYPE.BORE,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,ddcfaa136e3c4cfab8c2aa44bedbdd4b,NULL,3d6d889cc4fc46f0b8bd28a65aed948a,NULL,NULL
CHEM_INJ_POINT,ITEM,TYPE.CHEM_INJ_POINT,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,fa381fd1f2ca40d5841ae34625616748,NULL,5cd916b78f89458680e51a9667a93c1f,NULL,NULL
CHEMICAL,ITEM,TYPE.CHEMICAL,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,0b0cb4bf2e9543c3b6d7151a874f1d15,NULL,69d44f70e35c44309eabaa80374a55e8,NULL,NULL
COMPANY,ITEM,TYPE.COMPANY,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,c254d4903e3f4df0af577998680cb00e,NULL,3621a0569bae4a43a0cb594e9440e242,NULL,NULL
COMPLETION,ITEM,TYPE.COMPLETION,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,de9aa6f7b44d4633a4f8dc892b414346,NULL,29bb60b76d41423bbdb4ca4b6e3fe740,NULL,NULL
COMPRESSOR,ITEM,TYPE.COMPRESSOR,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,2cc3a68bf5704e47a86c06476858f0eb,NULL,6526f7f3f5dd4c5a833054bcc43a88c1,NULL,NULL
CONTACT,ITEM,TYPE.CONTACT,NULL,OG_STD,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,dd96a1633d744c00ab7ffb7a86e77008,NULL,1f3fbd4c556841838d9b6811e902faa2,NULL,NULL
COUNTER_METER,ITEM,TYPE.COUNTER_METER,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,53ce47f18aa141899bb6b6c26b81a907,NULL,50263011023e41048b467a87f57d41d1,NULL,NULL
CRYSTAL_REPORT,ITEM,TYPE.CRYSTAL_REPORT,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,5deb2aa6d6e04ddc9ee7c338b076a678,NULL,38a78bcc57e44e53b572aca00b458436,NULL,NULL
DATABASE,ITEM,TYPE.DATABASE,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,5dd7da7773d84d14a7de225119045d23,NULL,102a4946729a457a982f35c7283ca4be,NULL,NULL
DESK,ITEM,TYPE.DESK,NULL,AVM,NULL,NULL,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,ed7c8da39bd043e4a42e383cc8768258,NULL,1047e329e94d46d7a461f91895b3e6c4,NULL,NULL
DEVN_SURVEY,ITEM,TYPE.DEVN_SURVEY,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,84afde226e194ef79704a1e4c80f0d24,NULL,2f3a5cd5af0e46bbb563510616b1e368,NULL,NULL
DIST_TEMP_SENS,ITEM,TYPE.DIST_TEMP_SENS,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,217bb5411b5d4c8187b2989f8a5b5840,NULL,7c3495488ee642ea8b9028b9324e6d91,NULL,NULL
DOMAIN_BASE,ITEM,TYPE.DOMAIN_BASE,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,932d146fed604a398ad983b3ef7b574b,NULL,9f718a2e730d4bbf868bea676ff08052,NULL,NULL
ELECTR_METER,ITEM,TYPE.ELECTR_METER,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,03d33a19b7f94bc5b21f0a3b466faaa8,NULL,ba15a6ebd99c4db48ab7402f380dd7aa,NULL,NULL
ENGINE,ITEM,TYPE.ENGINE,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,f846eff95bf44543823d29af4d50d3d4,NULL,b161a3c852ac4122b3c60f9127457d7a,NULL,NULL
EQUIP_BASE,ITEM,TYPE.EQUIP_BASE,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,0310a4e8ad664bb29e93893f742b9490,NULL,5c4c32ba801d46018e8b80962dbfa55c,NULL,NULL
EQUIPMENT,ITEM,TYPE.EQUIPMENT,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,83ce557e468b48fe924c03e06775714d,NULL,594fc5bcab1d4d5c8c9ed142e25a4a34,NULL,NULL
EXCHANGER,ITEM,TYPE.EXCHANGER,NULL,OG_STD,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,c019e0eccf444d05a450d4459c75a5ae,NULL,95c8053e4a0b441393fbafb122e6bf71,NULL,NULL
FILTER,ITEM,TYPE.FILTER,NULL,OG_STD,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,f8dc4425f26940518d6fd997fe104e53,NULL,4c055e41a5dc4f8d8fe3f0a2793f5887,NULL,NULL
FORMATION,ITEM,TYPE.FORMATION,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,dec18c9c1e3a4edc9a5fb91ef0d10156,NULL,1b49fc2314734cd6b2aa68aae12ca4e7,NULL,NULL
GAS_METER,ITEM,TYPE.GAS_METER,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,1eddb7d1b052480aab7bc89a571b8dbd,NULL,5fba2dae5780465b937f49e0ea054c28,NULL,NULL
GEO_UNIT1,ITEM,TYPE.GEO_UNIT1,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,0fcbdd1d87684d6d95b6bc7c5bfd6634,NULL,79e91cfa1e4c499bb3b3657780f43772,NULL,NULL
GEO_UNIT2,ITEM,TYPE.GEO_UNIT2,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,6e7294482919448ba6804478017abb47,NULL,970911fa9d4342a2b72c16a53b526152,NULL,NULL
GEO_UNIT3,ITEM,TYPE.GEO_UNIT3,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,0498114e346d44d9916688e35c6e3416,NULL,b8331c780fa7450ea0bef8869777f543,NULL,NULL
GEO_ZONE,ITEM,TYPE.GEO_ZONE,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,5e85fe5bfb944e35859a283662f25171,NULL,8a42ebd2cee94642af3adf2f0b81e8b0,NULL,NULL
GRID_REPORT,ITEM,TYPE.GRID_REPORT,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,bc08d589b66740fbaf5b2443a24fa689,NULL,78b4d515a21b4279b37d67f9fb88a17f,NULL,NULL
GROUP,ITEM,TYPE.GROUP,NULL,AVM,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,a1af19507fd84fc2a332bab113443855,NULL,56423c81c454423a8f8c2c7c2b0484e5,NULL,NULL
HEATER,ITEM,TYPE.HEATER,NULL,OG_STD,NULL,NULL,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,539e324decc640f48040e9131cbdfbc9,NULL,07d5b73cf1894849b7a89fbbfe337461,NULL,NULL
LIQUID_METER,ITEM,TYPE.LIQUID_METER,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,2b06faad380f4bc89fbe40c8559cfa9d,NULL,7485d0835cc54b6d8b54d48ae47645ec,NULL,NULL
MAIL_GROUP,ITEM,TYPE.MAIL_GROUP,FIXED,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,fec516eeecf34cce82a7a8aab5821937,NULL,b8ab3143d2d9451eb48253eb86a649ef,NULL,NULL
MAIL_RECIPIENT,ITEM,TYPE.MAIL_RECIPIENT,FIXED,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,2db60401740449efb8cf79fea4cbc2a5,NULL,5814fec898884ad7b6a5e37c227d3120,NULL,NULL
MPHASE_METER,ITEM,TYPE.MPHASE_METER,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,26092fac65a341eea9a0cc0dd592ef8f,NULL,15e0776af81249f187a84b40741a2744,NULL,NULL
NAVIGATOR,ITEM,TYPE.NAVIGATOR,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,6dd2a36a058447298e5d6f8c328031f5,NULL,02c4a78d1af44c99a107e39bf8cdf4da,NULL,NULL
NETWORK,ITEM,TYPE.NETWORK,DAY,AVM,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,4a3ff3cda3b54582bf9d1f7e986db6e5,NULL,63425f8656114d72aff3f822633fef0e,NULL,NULL
OFFICE_DOC,ITEM,TYPE.OFFICE_DOC,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,660cd73780f04e9b9101c636f200539f,NULL,480db976c14947d9be4a5325dde2328c,NULL,NULL
ORG_UNIT1,ITEM,TYPE.ORG_UNIT1,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,afa5c05c7cd44a96abb22f15e414b42b,NULL,3a0b658dfeef4454aafe4417c1fedf12,NULL,NULL
ORG_UNIT2,ITEM,TYPE.ORG_UNIT2,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,c6635db97a5d4c30ada8db48d058698a,NULL,7cabf73e6d2349ef81cda6f8e9cb310d,NULL,NULL
ORG_UNIT3,ITEM,TYPE.ORG_UNIT3,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,e1b88494cd004b28b8021deb8257b1fe,NULL,6dcb74789037403e8cd35d804f20e1a0,NULL,NULL
ORG_UNIT4,ITEM,TYPE.ORG_UNIT4,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,386281d657dd44049c8e85ea46a8f5c1,NULL,ac6e9872ea524bd9b34ffbcf888713ae,NULL,NULL
PIG_POINT,ITEM,TYPE.PIG_POINT,NULL,OG_STD,NULL,NULL,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,57e7b35a8f5245e1a3b287fed79ef11f,NULL,71507fbaa26f4a36a184c26fa2563ff0,NULL,NULL
PIPELINE,ITEM,TYPE.PIPELINE,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,cf19946a2a4b49b48ca9abe5bec2d506,NULL,e72a89e6d1584f2dafd325340548bba4,NULL,NULL
PROC_GRP,ITEM,TYPE.PROC_GRP,DAY,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,b585745d1ec94d8ebd24b3ee47fb3400,NULL,236a6ce76c6249138220ad7c41ff3a8c,NULL,NULL
PROCESS,ITEM,TYPE.PROCESS,DAY,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,1ddda62f9c4045809190ec8512828a59,NULL,2eea04826e904436bcbc340ae610ce83,NULL,NULL
PUMP,ITEM,TYPE.PUMP,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,cd1664aa17d64928af3541d0c79cf867,NULL,2e78cefe5164441f8d616bc2f73ede40,NULL,NULL
RESERVOIR,ITEM,TYPE.RESERVOIR,FIXED,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,4ac49be81358460cae1f61449403b3c2,NULL,6749405f85fe4a5aaa0ae484d98e480e,NULL,NULL
ROUTE,ITEM,TYPE.ROUTE,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,2547c6c826624c389a3f0220c346a10c,NULL,b5fb5221936444e49619d90217903ad2,NULL,NULL
SCADA,ITEM,TYPE.SCADA,DAY,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,a5d75de510864347b35ed7d38adeae32,NULL,e8b714088e234d1484a82d10fde7489e,NULL,NULL
SCENARIO,ITEM,TYPE.SCENARIO,DAY,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,f36d2ef7606d45b28994c2ad14dc7297,NULL,823460a47df2484d94cfad2f0a4ff499,NULL,NULL
SCREEN_CFG_REF,ITEM,TYPE.SCREEN_CFG_REF,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,0ff341ce3ee84620b38bf6e1bb8e2711,NULL,562522e89d91481eb23ed63de953d7dd,NULL,NULL
SCREEN_REF,ITEM,TYPE.SCREEN_REF,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,bb6611021acc488a8a7fa0e3137cb61b,NULL,f34af034931040c58964bf48a2304978,NULL,NULL
SEC_DEFAULT,ITEM,TYPE.SEC_DEFAULT,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,7a0b863a7bb045e3814208823ee86f14,NULL,e1f464030fde415499b2dfff13dd40a9,NULL,NULL
SEPARATOR,ITEM,TYPE.SEPARATOR,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,87a20927d6474046a6227a72ba5d4038,NULL,0c256686bdf74b7882e5a31881a8ef35,NULL,NULL
STOP,ITEM,TYPE.STOP,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,e3fead6c81664d7fa8adcbeaa2612048,NULL,8c6b57eaa1f240019eb3b36600c1ff47,NULL,NULL
SUB_DIAGRAM,ITEM,TYPE.SUB_DIAGRAM,NULL,AVM,NULL,NULL,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,bef249c9863046b3a1fb74036c1551b8,NULL,e03819365e7c47e3a4024510ffd2bcb9,NULL,NULL
SUBSYSTEM,ITEM,TYPE.SUBSYSTEM,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,e401020c46e54d658523fd161f677cad,NULL,d1439ec8bd874ced879231ed4baa72c3,NULL,NULL
SUBTYPE_REF,ITEM,TYPE.SUBTYPE_REF,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,113cbabbeecf42d3a079a24bdf343021,NULL,b87605ac024b498994f76fca2194f7e6,NULL,NULL
SWITCH,ITEM,TYPE.SWITCH,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,991fa0d395cd417f9e4ad51a78ba72af,NULL,f9ebccdbc23a489c968fe0a91651501d,NULL,NULL
SYS_PERM,ITEM,TYPE.SYS_PERM,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,4ea3fea2fb59473d8e4244dbd3db8db3,NULL,fc6c591f5f0f43299f29c9b1ca4ade2d,NULL,NULL
SYS_ROLE,ITEM,TYPE.SYS_ROLE,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,fe05fa894f704f05883ec343adaa47ed,NULL,b705c96c3ff9415aa737b27a1018f671,NULL,NULL
SYS_SEC_ROLE,ITEM,TYPE.SYS_SEC_ROLE,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,3392a601e1354dbbb7cc492f6677a18f,NULL,9342515497b046078fb0229e5926e945,NULL,NULL
SYS_USER,ITEM,TYPE.SYS_USER,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,11da8e7830554d15bafaa5430b66e851,NULL,401f7733bbbd450f8738fa5b3e22cb7b,NULL,NULL
SYSTEM,ITEM,TYPE.SYSTEM,NULL,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,db1dec17d1054683b42f7455445db20e,NULL,d77cfc84fd404234adc6c523563bc1a6,NULL,NULL
TANK,ITEM,TYPE.TANK,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,5326e24e9d874926b5b87e1250ee5984,NULL,dce89dbd5d0e436a9567ee15811af54a,NULL,NULL
TANK_STRAP_MDL,ITEM,TYPE.TANK_STRAP_MDL,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,e2adc6a82b92479399cda05b9603a77e,NULL,7977dda2bb1d4b879ef3ebc7d43f0982,NULL,NULL
TEST_ITEM,ITEM,TYPE.TEST_ITEM,NULL,AVM,NULL,NULL,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,31a08b12fe8d4038a98aa5b426b1341f,NULL,e4f0ac4aea5144f28a5b3536c0dfb5d0,NULL,NULL
TEST_ITEM_2,ITEM,TYPE.TEST_ITEM_2,NULL,AVM,NULL,NULL,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,6a6db5e7554d4b5ab29fa2a52c4364d2,NULL,3442e8a240744c5ea1608535b6e38b31,NULL,NULL
UNITTEST_ITEM,ITEM,TYPE.UNITTEST_ITEM,NULL,AVM,NULL,NULL,TEST_ITEM,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,eee30a6ce0c940e48bddff0c98828454,NULL,b2a2f2edec964ae09366a98a23409436,NULL,NULL
USER_DEF_GROUP,ITEM,TYPE.USER_DEF_GROUP,STATIC,AVM,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:27:35.013,93262c427dab4b56b8184610d055031a,NULL,2b36d0e8dcd94d30bdf2245c2d8b9ac7,NULL,NULL
VESSEL,ITEM,TYPE.VESSEL,NULL,OG_STD,NULL,False,EQUIP_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,6b2f83f6ad2449539807e6afdc7cc197,NULL,5a3e9ac055c543f3965b1986fd679edf,NULL,NULL
WELL,ITEM,TYPE.WELL,NULL,OG_STD,NULL,False,DOMAIN_BASE,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,e812df77532142b09950ff2abc698b3f,NULL,6e92b7c7d39b491a873f91450cc87a2c,NULL,NULL
WELLPAIR,ITEM,TYPE.WELLPAIR,DAY,OG_STD,NULL,False,NULL,NULL,NULL,ITEM_PROPERTY,NULL,NULL,NULL,2017-10-13 13:28:30.143,4fb81e78d97d48bcbbdd261e589c0d66,NULL,aad9c7fffd9d44279808731e62a2e6d5,NULL,NULL
TAG_CACHE,TRANSACTION,TYPE.TAG_CACHE,EVENT,AVM,NULL,False,NULL,NULL,NULL,TAG_CACHE,NULL,NULL,NULL,2017-10-13 13:27:35.013,96c384e7f62741d7be5434e19e3e899a,NULL,8f7324a00d5543fdb1154b12e26937bb,NULL,NULL
